timestamp,symbol,price
2025-10-27T19:05:43.631170,AAPL,181.89
2025-10-27T19:05:43.641894,AAPL,184.21
2025-10-27T19:05:43.652602,AAPL,182.93
2025-10-27T19:05:43.663293,AAPL,183.96
2025-10-27T19:05:43.674004,AAPL,189.48
2025-10-27T19:05:43.684724,AAPL,199.15
2025-10-27T19:05:43.695435,AAPL,202.56
2025-10-27T19:05:43.706648,AAPL,197.85
2025-10-27T19:05:43.717686,AAPL,199.41
2025-10-27T19:05:43.728147,AAPL,202.91
2025-10-27T19:05:43.738623,AAPL,211.17
2025-10-27T19:05:43.748874,AAPL,210.73
2025-10-27T19:05:43.759431,AAPL,213.09
2025-10-27T19:05:43.770103,AAPL,206.25
2025-10-27T19:05:43.781256,AAPL,205.48
2025-10-27T19:05:43.792006,AAPL,200.53
2025-10-27T19:05:43.802686,AAPL,198.48
2025-10-27T19:05:43.813412,AAPL,197.14
2025-10-27T19:05:43.824126,AAPL,192.11
2025-10-27T19:05:43.834776,AAPL,196.03
2025-10-27T19:05:43.845489,AAPL,198.62
2025-10-27T19:05:43.856135,AAPL,198.03
2025-10-27T19:05:43.866845,AAPL,192.92
2025-10-27T19:05:43.877302,AAPL,197.95
2025-10-27T19:05:43.888668,AAPL,196.48
2025-10-27T19:05:43.899931,AAPL,195.4
2025-10-27T19:05:43.910357,AAPL,199.66
2025-10-27T19:05:43.920815,AAPL,202.39
2025-10-27T19:05:43.931274,AAPL,198.36
2025-10-27T19:05:43.941622,AAPL,199.83
2025-10-27T19:05:43.952026,AAPL,200.4
2025-10-27T19:05:43.962532,AAPL,190.1
2025-10-27T19:05:43.973559,AAPL,187.62
2025-10-27T19:05:43.984901,AAPL,178.45
2025-10-27T19:05:43.995743,AAPL,185.43
2025-10-27T19:05:44.006087,AAPL,184.31
2025-10-27T19:05:44.016464,AAPL,191.68
2025-10-27T19:05:44.026869,AAPL,186.5
2025-10-27T19:05:44.037267,AAPL,188.8
2025-10-27T19:05:44.047663,AAPL,187.99
2025-10-27T19:05:44.058068,AAPL,189.48
2025-10-27T19:05:44.068503,AAPL,195.73
2025-10-27T19:05:44.079097,AAPL,203.65
2025-10-27T19:05:44.089814,AAPL,207.83
2025-10-27T19:05:44.100483,AAPL,210.99
2025-10-27T19:05:44.111165,AAPL,215.76
2025-10-27T19:05:44.121862,AAPL,214.12
2025-10-27T19:05:44.132602,AAPL,214.12
2025-10-27T19:05:44.143323,AAPL,211.68
2025-10-27T19:05:44.154375,AAPL,208.03
2025-10-27T19:05:44.165089,AAPL,205.65
2025-10-27T19:05:44.175713,AAPL,203.93
2025-10-27T19:05:44.186511,AAPL,198.98
2025-10-27T19:05:44.197137,AAPL,208.42
2025-10-27T19:05:44.207756,AAPL,209.15
2025-10-27T19:05:44.218362,AAPL,200.68
2025-10-27T19:05:44.229019,AAPL,204.65
2025-10-27T19:05:44.239653,AAPL,205.99
2025-10-27T19:05:44.250282,AAPL,198.15
2025-10-27T19:05:44.261031,AAPL,193.51
2025-10-27T19:05:44.271639,AAPL,191.53
2025-10-27T19:05:44.282265,AAPL,194.28
2025-10-27T19:05:44.292797,AAPL,193.72
2025-10-27T19:05:44.303825,AAPL,197.04
2025-10-27T19:05:44.314707,AAPL,199.12
2025-10-27T19:05:44.325601,AAPL,198.06
2025-10-27T19:05:44.335900,AAPL,203.95
2025-10-27T19:05:44.346228,AAPL,206.55
2025-10-27T19:05:44.356613,AAPL,207.21
2025-10-27T19:05:44.367079,AAPL,210.1
2025-10-27T19:05:44.377538,AAPL,216.76
2025-10-27T19:05:44.387998,AAPL,214.15
2025-10-27T19:05:44.398269,AAPL,219.4
2025-10-27T19:05:44.408696,AAPL,226.79
2025-10-27T19:05:44.419235,AAPL,226.04
2025-10-27T19:05:44.429848,AAPL,219.64
2025-10-27T19:05:44.440513,AAPL,223.86
2025-10-27T19:05:44.451199,AAPL,221.56
2025-10-27T19:05:44.461917,AAPL,219.71
2025-10-27T19:05:44.472603,AAPL,220.63
2025-10-27T19:05:44.483263,AAPL,219.82
2025-10-27T19:05:44.493980,AAPL,217.35
2025-10-27T19:05:44.504692,AAPL,211.07
2025-10-27T19:05:44.515566,AAPL,207.24
2025-10-27T19:05:44.526363,AAPL,203.12
2025-10-27T19:05:44.537091,AAPL,205.06
2025-10-27T19:05:44.547833,AAPL,207.95
2025-10-27T19:05:44.558518,AAPL,205.16
2025-10-27T19:05:44.569237,AAPL,202.39
2025-10-27T19:05:44.579963,AAPL,202.35
2025-10-27T19:05:44.590675,AAPL,200.68
2025-10-27T19:05:44.602360,AAPL,194.66
2025-10-27T19:05:44.613079,AAPL,193.46
2025-10-27T19:05:44.624228,AAPL,200.06
2025-10-27T19:05:44.634953,AAPL,202.13
2025-10-27T19:05:44.645680,AAPL,204.0
2025-10-27T19:05:44.656479,AAPL,204.51
2025-10-27T19:05:44.667202,AAPL,211.1
2025-10-27T19:05:44.677924,AAPL,203.37
2025-10-27T19:05:44.688649,AAPL,196.32
2025-10-27T19:05:44.699361,AAPL,201.41
2025-10-27T19:05:44.710053,AAPL,197.88
2025-10-27T19:05:44.720664,AAPL,204.12
2025-10-27T19:05:44.731424,AAPL,205.55
2025-10-27T19:05:44.742174,AAPL,214.2
2025-10-27T19:05:44.752812,AAPL,213.83
2025-10-27T19:05:44.763431,AAPL,215.63
2025-10-27T19:05:44.774228,AAPL,211.35
2025-10-27T19:05:44.785693,AAPL,205.49
2025-10-27T19:05:44.797103,AAPL,214.25
2025-10-27T19:05:44.807815,AAPL,213.71
2025-10-27T19:05:44.818535,AAPL,210.82
2025-10-27T19:05:44.829185,AAPL,210.78
2025-10-27T19:05:44.839916,AAPL,212.25
2025-10-27T19:05:44.850532,AAPL,210.91
2025-10-27T19:05:44.861164,AAPL,203.65
2025-10-27T19:05:44.871782,AAPL,197.58
2025-10-27T19:05:44.882414,AAPL,207.55
2025-10-27T19:05:44.893954,AAPL,213.25
2025-10-27T19:05:44.904601,AAPL,216.74
2025-10-27T19:05:44.915317,AAPL,216.06
2025-10-27T19:05:44.926046,AAPL,214.98
2025-10-27T19:05:44.936734,AAPL,218.81
2025-10-27T19:05:44.947432,AAPL,221.96
2025-10-27T19:05:44.957816,AAPL,220.43
2025-10-27T19:05:44.968252,AAPL,218.69
2025-10-27T19:05:44.978667,AAPL,220.19
2025-10-27T19:05:44.989151,AAPL,222.56
2025-10-27T19:05:45.000534,AAPL,223.55
2025-10-27T19:05:45.011214,AAPL,223.19
2025-10-27T19:05:45.021932,AAPL,227.55
2025-10-27T19:05:45.033085,AAPL,228.98
2025-10-27T19:05:45.043762,AAPL,232.46
2025-10-27T19:05:45.054408,AAPL,227.81
2025-10-27T19:05:45.065037,AAPL,223.91
2025-10-27T19:05:45.075729,AAPL,223.25
2025-10-27T19:05:45.086362,AAPL,230.55
2025-10-27T19:05:45.097089,AAPL,229.48
2025-10-27T19:05:45.107800,AAPL,231.55
2025-10-27T19:05:45.118528,AAPL,227.6
2025-10-27T19:05:45.129954,AAPL,227.57
2025-10-27T19:05:45.141524,AAPL,230.4
2025-10-27T19:05:45.152245,AAPL,241.29
2025-10-27T19:05:45.162940,AAPL,237.7
2025-10-27T19:05:45.174163,AAPL,242.51
2025-10-27T19:05:45.184900,AAPL,240.56
2025-10-27T19:05:45.196067,AAPL,235.28
2025-10-27T19:05:45.206711,AAPL,232.01
2025-10-27T19:05:45.217318,AAPL,224.85
2025-10-27T19:05:45.227946,AAPL,220.41
2025-10-27T19:05:45.238744,AAPL,219.18
2025-10-27T19:05:45.249559,AAPL,213.05
2025-10-27T19:05:45.260281,AAPL,212.12
2025-10-27T19:05:45.270919,AAPL,206.13
2025-10-27T19:05:45.281825,AAPL,207.14
2025-10-27T19:05:45.292447,AAPL,198.57
2025-10-27T19:05:45.303054,AAPL,202.15
2025-10-27T19:05:45.313952,AAPL,206.73
2025-10-27T19:05:45.324666,AAPL,207.24
2025-10-27T19:05:45.335394,AAPL,207.61
2025-10-27T19:05:45.345786,AAPL,218.61
2025-10-27T19:05:45.356422,AAPL,222.04
2025-10-27T19:05:45.367039,AAPL,225.99
2025-10-27T19:05:45.377865,AAPL,230.55
2025-10-27T19:05:45.388479,AAPL,231.88
2025-10-27T19:05:45.399157,AAPL,230.64
2025-10-27T19:05:45.409770,AAPL,233.8
2025-10-27T19:05:45.420395,AAPL,237.14
2025-10-27T19:05:45.431077,AAPL,242.11
2025-10-27T19:05:45.442679,AAPL,239.95
2025-10-27T19:05:45.453981,AAPL,241.28
2025-10-27T19:05:45.464664,AAPL,246.46
2025-10-27T19:05:45.475377,AAPL,249.66
2025-10-27T19:05:45.486102,AAPL,257.74
2025-10-27T19:05:45.496823,AAPL,251.76
2025-10-27T19:05:45.507579,AAPL,245.55
2025-10-27T19:05:45.518664,AAPL,238.37
2025-10-27T19:05:45.529389,AAPL,241.97
2025-10-27T19:05:45.540106,AAPL,248.16
2025-10-27T19:05:45.550677,AAPL,239.08
2025-10-27T19:05:45.561390,AAPL,245.0
2025-10-27T19:05:45.572108,AAPL,245.03
2025-10-27T19:05:45.582822,AAPL,245.86
2025-10-27T19:05:45.593497,AAPL,251.63
2025-10-27T19:05:45.604142,AAPL,241.9
2025-10-27T19:05:45.614772,AAPL,249.56
2025-10-27T19:05:45.625431,AAPL,249.08
2025-10-27T19:05:45.636064,AAPL,250.35
2025-10-27T19:05:45.646679,AAPL,255.04
2025-10-27T19:05:45.657335,AAPL,264.42
2025-10-27T19:05:45.667967,AAPL,268.68
2025-10-27T19:05:45.678701,AAPL,266.38
2025-10-27T19:05:45.689740,AAPL,268.51
2025-10-27T19:05:45.700420,AAPL,260.77
2025-10-27T19:05:45.710843,AAPL,262.69
2025-10-27T19:05:45.721628,AAPL,264.23
2025-10-27T19:05:45.732294,AAPL,266.09
2025-10-27T19:05:45.742924,AAPL,255.41
2025-10-27T19:05:45.753714,AAPL,244.97
2025-10-27T19:05:45.765039,AAPL,238.39
2025-10-27T19:05:45.775682,AAPL,235.97
2025-10-27T19:05:45.786303,AAPL,236.66
2025-10-27T19:05:45.796997,AAPL,235.77
2025-10-27T19:05:45.807728,AAPL,233.9
2025-10-27T19:05:45.818396,AAPL,234.08
2025-10-27T19:05:45.829136,AAPL,228.19
2025-10-27T19:05:45.839809,AAPL,221.43
2025-10-27T19:05:45.850501,AAPL,223.55
2025-10-27T19:05:45.861218,AAPL,225.13
2025-10-27T19:05:45.872030,AAPL,231.74
2025-10-27T19:05:45.882707,AAPL,230.2
2025-10-27T19:05:45.893637,AAPL,225.43
2025-10-27T19:05:45.904248,AAPL,230.64
2025-10-27T19:05:45.914874,AAPL,235.98
2025-10-27T19:05:45.925480,AAPL,237.2
2025-10-27T19:05:45.935985,AAPL,234.2
2025-10-27T19:05:45.946368,AAPL,233.55
2025-10-27T19:05:45.956813,AAPL,232.87
2025-10-27T19:05:45.967240,AAPL,226.9
2025-10-27T19:05:45.977675,AAPL,224.88
2025-10-27T19:05:45.988225,AAPL,221.22
2025-10-27T19:05:45.998874,AAPL,213.69
2025-10-27T19:05:46.009486,AAPL,219.28
2025-10-27T19:05:46.020101,AAPL,214.65
2025-10-27T19:05:46.030760,AAPL,225.46
2025-10-27T19:05:46.041323,AAPL,235.87
2025-10-27T19:05:46.052385,AAPL,228.31
2025-10-27T19:05:46.063274,AAPL,226.84
2025-10-27T19:05:46.073664,AAPL,232.0
2025-10-27T19:05:46.084032,AAPL,231.41
2025-10-27T19:05:46.094442,AAPL,227.92
2025-10-27T19:05:46.104942,AAPL,230.44
2025-10-27T19:05:46.115510,AAPL,237.64
2025-10-27T19:05:46.126199,AAPL,236.87
2025-10-27T19:05:46.136828,AAPL,242.13
2025-10-27T19:05:46.147798,AAPL,236.72
2025-10-27T19:05:46.158473,AAPL,242.23
2025-10-27T19:05:46.169117,AAPL,243.93
2025-10-27T19:05:46.179819,AAPL,245.14
2025-10-27T19:05:46.190460,AAPL,241.53
2025-10-27T19:05:46.201069,AAPL,240.88
2025-10-27T19:05:46.211738,AAPL,234.94
2025-10-27T19:05:46.222437,AAPL,233.3
2025-10-27T19:05:46.233079,AAPL,223.74
2025-10-27T19:05:46.243788,AAPL,228.4
2025-10-27T19:05:46.255454,AAPL,233.53
2025-10-27T19:05:46.266167,AAPL,228.58
2025-10-27T19:05:46.276894,AAPL,231.07
2025-10-27T19:05:46.287608,AAPL,233.5
2025-10-27T19:05:46.298286,AAPL,229.3
2025-10-27T19:05:46.309006,AAPL,221.46
2025-10-27T19:05:46.319725,AAPL,218.5
2025-10-27T19:05:46.330464,AAPL,219.51
2025-10-27T19:05:46.341297,AAPL,219.46
2025-10-27T19:05:46.352011,AAPL,215.59
2025-10-27T19:05:46.362890,AAPL,209.51
2025-10-27T19:05:46.373670,AAPL,211.7
2025-10-27T19:05:46.385107,AAPL,208.67
2025-10-27T19:05:46.395825,AAPL,201.35
2025-10-27T19:05:46.406567,AAPL,204.08
2025-10-27T19:05:46.417489,AAPL,205.33
2025-10-27T19:05:46.428052,AAPL,200.64
2025-10-27T19:05:46.438467,AAPL,197.27
2025-10-27T19:05:46.448912,AAPL,195.12
2025-10-27T19:05:46.459298,AAPL,189.26
2025-10-27T19:05:46.469786,AAPL,187.48
2025-10-27T19:05:46.480364,AAPL,192.78
2025-10-27T19:05:46.490970,AAPL,188.67
2025-10-27T19:05:46.501677,AAPL,182.21
2025-10-27T19:05:46.512418,AAPL,182.26
2025-10-27T19:05:46.523165,AAPL,180.24
2025-10-27T19:05:46.534699,AAPL,181.21
2025-10-27T19:05:46.545373,AAPL,177.95
2025-10-27T19:05:46.556105,AAPL,172.72
2025-10-27T19:05:46.566977,AAPL,174.86
2025-10-27T19:05:46.578366,AAPL,173.09
2025-10-27T19:05:46.589076,AAPL,173.23
2025-10-27T19:05:46.599761,AAPL,170.03
2025-10-27T19:05:46.610424,AAPL,174.09
2025-10-27T19:05:46.621149,AAPL,172.83
2025-10-27T19:05:46.631824,AAPL,174.49
2025-10-27T19:05:46.642447,AAPL,174.59
2025-10-27T19:05:46.653157,AAPL,176.85
2025-10-27T19:05:46.663892,AAPL,176.74
2025-10-27T19:05:46.674497,AAPL,180.51
2025-10-27T19:05:46.685142,AAPL,173.72
2025-10-27T19:05:46.695797,AAPL,176.25
2025-10-27T19:05:46.706511,AAPL,183.52
2025-10-27T19:05:46.717111,AAPL,181.08
2025-10-27T19:05:46.728015,AAPL,188.76
2025-10-27T19:05:46.739069,AAPL,188.76
2025-10-27T19:05:46.749258,AAPL,196.96
2025-10-27T19:05:46.759840,AAPL,196.79
2025-10-27T19:05:46.771117,AAPL,203.03
2025-10-27T19:05:46.782654,AAPL,200.46
2025-10-27T19:05:46.793382,AAPL,201.16
2025-10-27T19:05:46.804093,AAPL,197.56
2025-10-27T19:05:46.815257,AAPL,188.21
2025-10-27T19:05:46.825981,AAPL,191.55
2025-10-27T19:05:46.836707,AAPL,195.22
2025-10-27T19:05:46.847421,AAPL,187.36
2025-10-27T19:05:46.858146,AAPL,187.84
2025-10-27T19:05:46.868880,AAPL,194.47
2025-10-27T19:05:46.879609,AAPL,188.87
2025-10-27T19:05:46.890319,AAPL,187.49
2025-10-27T19:05:46.901045,AAPL,188.53
2025-10-27T19:05:46.911755,AAPL,184.76
2025-10-27T19:05:46.922469,AAPL,180.79
2025-10-27T19:05:46.933708,AAPL,184.58
2025-10-27T19:05:46.944359,AAPL,188.57
2025-10-27T19:05:46.955419,AAPL,188.07
2025-10-27T19:05:46.966185,AAPL,187.42
2025-10-27T19:05:46.976812,AAPL,185.21
2025-10-27T19:05:46.988201,AAPL,183.21
2025-10-27T19:05:46.998648,AAPL,182.19
2025-10-27T19:05:47.009279,AAPL,185.74
2025-10-27T19:05:47.019938,AAPL,183.84
2025-10-27T19:05:47.030569,AAPL,183.99
2025-10-27T19:05:47.041185,AAPL,189.08
2025-10-27T19:05:47.051863,AAPL,186.38
2025-10-27T19:05:47.062470,AAPL,185.4
2025-10-27T19:05:47.073165,AAPL,183.38
2025-10-27T19:05:47.083821,AAPL,186.51
2025-10-27T19:05:47.094592,AAPL,194.1
2025-10-27T19:05:47.105207,AAPL,197.52
2025-10-27T19:05:47.116416,AAPL,202.43
2025-10-27T19:05:47.127131,AAPL,211.0
2025-10-27T19:05:47.137854,AAPL,216.58
2025-10-27T19:05:47.148569,AAPL,212.18
2025-10-27T19:05:47.159296,AAPL,214.97
2025-10-27T19:05:47.169965,AAPL,212.1
2025-10-27T19:05:47.180688,AAPL,212.33
2025-10-27T19:05:47.191250,AAPL,212.05
2025-10-27T19:05:47.201938,AAPL,207.31
2025-10-27T19:05:47.212740,AAPL,204.26
2025-10-27T19:05:47.223473,AAPL,201.77
2025-10-27T19:05:47.234713,AAPL,204.02
2025-10-27T19:05:47.245444,AAPL,200.55
2025-10-27T19:05:47.256161,AAPL,196.28
2025-10-27T19:05:47.267333,AAPL,196.88
2025-10-27T19:05:47.278051,AAPL,189.07
2025-10-27T19:05:47.288711,AAPL,186.12
2025-10-27T19:05:47.299096,AAPL,190.11
2025-10-27T19:05:47.309741,AAPL,185.22
2025-10-27T19:05:47.320412,AAPL,174.76
2025-10-27T19:05:47.331145,AAPL,174.69
2025-10-27T19:05:47.341866,AAPL,175.39
2025-10-27T19:05:47.352556,AAPL,168.17
2025-10-27T19:05:47.363279,AAPL,172.97
2025-10-27T19:05:47.374849,AAPL,174.58
2025-10-27T19:05:47.385529,AAPL,175.83
2025-10-27T19:05:47.396262,AAPL,173.93
2025-10-27T19:05:47.406961,AAPL,175.73
2025-10-27T19:05:47.417692,AAPL,175.54
2025-10-27T19:05:47.428450,AAPL,172.96
2025-10-27T19:05:47.439151,AAPL,176.24
2025-10-27T19:05:47.449865,AAPL,175.04
2025-10-27T19:05:47.460587,AAPL,171.8
2025-10-27T19:05:47.471975,AAPL,170.79
2025-10-27T19:05:47.483115,AAPL,172.74
2025-10-27T19:05:47.493726,AAPL,169.52
2025-10-27T19:05:47.504314,AAPL,163.31
2025-10-27T19:05:47.514910,AAPL,160.58
2025-10-27T19:05:47.525551,AAPL,163.96
2025-10-27T19:05:47.536858,AAPL,163.95
2025-10-27T19:05:47.547586,AAPL,158.84
2025-10-27T19:05:47.558262,AAPL,160.31
2025-10-27T19:05:47.568998,AAPL,156.96
2025-10-27T19:05:47.579609,AAPL,156.24
2025-10-27T19:05:47.590355,AAPL,155.24
2025-10-27T19:05:47.601505,AAPL,161.44
2025-10-27T19:05:47.612134,AAPL,153.96
2025-10-27T19:05:47.622730,AAPL,152.17
2025-10-27T19:05:47.633354,AAPL,155.96
2025-10-27T19:05:47.643978,AAPL,156.38
2025-10-27T19:05:47.654845,AAPL,153.26
2025-10-27T19:05:47.665409,AAPL,160.34
2025-10-27T19:05:47.675865,AAPL,161.06
2025-10-27T19:05:47.686373,AAPL,160.41
2025-10-27T19:05:47.696862,AAPL,155.3
2025-10-27T19:05:47.707317,AAPL,153.8
2025-10-27T19:05:47.717711,AAPL,155.3
2025-10-27T19:05:47.728331,AAPL,158.88
2025-10-27T19:05:47.739238,AAPL,162.37
2025-10-27T19:05:47.749950,AAPL,163.22
2025-10-27T19:05:47.760590,AAPL,162.89
2025-10-27T19:05:47.771222,AAPL,162.54
2025-10-27T19:05:47.782211,AAPL,161.77
2025-10-27T19:05:47.792841,AAPL,160.92
2025-10-27T19:05:47.803482,AAPL,164.16
2025-10-27T19:05:47.814113,AAPL,160.82
